２/に	ヲ格,ガ格#ト節,ガ格
纏める/まとめる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転/てん	ガ格#ガ格#ガ格
転がせる/ころがせる	ガ格#ニ格,ヲ格,ガ格
貼付/貼付	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転かす/こかす	ガ格#ガ格#ガ格#ガ格#ガ格
貼れる/はれる	ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転がる/ころがる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
転がす/ころがす	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
貼る/はる	ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転じる/てんじる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
転ずる/てんずる	ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
転記/てんき	ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転ける/こける	ニ格,ガ格#ガ格#ガ格#ニ格,ガ格
転勤/てんきん	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転ぶ/ころぶ	ガ格#ガ格
転居/てんきょ	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転げる/ころげる	ヲ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格
転出/てんしゅつ	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格
転化/てんか	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
転嫁/てんか	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転ずる/てんずる	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
転じる/てんじる	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
転写/てんしゃ	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
転換/てんかん	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
転向/てんこう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転校/てんこう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転籍/てんせき	ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転用/てんよう	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転身/てんしん	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転寝/うたたね	ガ格#ニ格,ガ格#ガ格
転覆/てんぷく	ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格
点く/つく	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転戦/てんせん	ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
転任/てんにん	ニ格,ガ格
点火/てんか	ニ格,ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
転進/てんしん	ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転入/てんにゅう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転倒/てんとう	ガ格#ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
転落/てんらく	ニ格,ガ格
点す/ともす	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
点ける/つける	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
転職/てんしょく	ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格
転送/てんそう	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
点滴/てんてき	ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
伝/伝	ト節,ニ格,ガ格#ヲ格,ガ格
点滅/てんめつ	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
伝う/つたう	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
点検/てんけん	ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
点灯/てんとう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
伝える/つたえる	ト節,ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ヲ格,ガ格
伝え聞く/つたえきく	ヲ格,ガ格#ヲ格,ガ格#ト節,ガ格
伝承/でんしょう	ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
伝道/でんどう	ニ格,ガ格#ニ格,ヲ格,ガ格
伝染/でんせん	ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
伝導/でんどう	ニ格,ヲ格,ガ格
伝送/でんそう	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
伝達/でんたつ	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
伝授/でんじゅ	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
伝わる/つたわる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
伝搬/伝搬	ニ格,ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
伝播/でんぱ	ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
吐き出す/はきだす	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
電話/でんわ	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格#ト節,ニ格,ガ格
吐き出せる/はきだせる	ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格
吐血/とけつ	ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
吐露/とろ	ト節,ニ格,ヲ格,ガ格#ト節,ガ格#ト節,ニ格,ヲ格,ガ格
吐ける/はける	ヲ格,ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
塗り潰す/ぬりつぶす	ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格
掃ける/はける	ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ガ格
捌ける/はける	ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ガ格
履ける/はける	ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ガ格
吐ける/はける	ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ガ格
吐く/はく	ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
掃く/はく	ヲ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
履く/はく	ヲ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
吐く/はく	ヲ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
濡れる/ぬれる	ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格
塗れる/ぬれる	ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格
塗れる/ぬれる	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
焼ける/やける	ニ格,ガ格#ガ格#ガ格
焼ける/やける	ニ格,ガ格#ガ格#ガ格
妬ける/やける	ニ格,ガ格#ガ格#ガ格
妬む/ねたむ	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
妬く/やく	ニ格,ヲ格,ガ格
塗布/塗布	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
塗装/とそう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
焼く/やく	ニ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
妬く/やく	ニ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
塗る/ぬる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
渡り合う/わたりあう	ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ガ格
登/のぼる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
渡り合える/わたりあえる	ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ガ格
渡れる/わたれる	ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格
渡航/とこう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
渡せる/わたせる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
渡り歩く/わたりあるく	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
渡す/わたす	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
渡る/わたる	ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
登用/とうよう	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
登記/とうき	ヲ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
登頂/とうちょう	ニ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
登壇/とうだん	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
登庁/とうちょう	ニ格,ガ格#ニ格,ガ格
登山/とざん	ガ格#ヲ格,ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
登板/とうばん	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
登校/とうこう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
登れる/のぼれる	ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格
登場/とうじょう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
登る/のぼる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
賭/かけ	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
途絶/とぜつ	ガ格#ガ格#ガ格#ガ格
途絶える/とだえる	ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ガ格
途切れる/とぎれる	ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
賭ける/かける	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
登録/とうろく	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
度/ど	ヲ格,ガ格#ヲ格,ガ格#ト節,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
度/たび	ヲ格,ガ格#ヲ格,ガ格#ト節,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
土/つち	ヲ格,ガ格
度外視/どがいし	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
土下座/どげざ	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ト節,ガ格
鍍金/めっき	ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
度/ど	ガ格#ガ格
